emotion,소개,작가명,작품명,address,topic,주제,멘트
당황,나는 어떤 기대를 가지고 살아 갈까,로렌스 알마 타데마,기대,http://image.yes24.com/blogimage/blog/s/k/sky1346/P9mg30Im.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,바빠서 너무 정신이 없을 때,프레데릭 레이턴,타오르는 6월,http://blogs.chosun.com/aram1214/wp-content/uploads/sites/7/2015/06/Flaming_June_by_Frederic_Lord_Leighton_1830-1896.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,미래의 희망으로 나를 채우다,파울 클레,세네치오,https://www.ulsanpress.net/news/photo/201803/306111_109027_335.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,마음 편한 퇴근 시간처럼,허버트 바담,나이트 버스,https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjFfNDUg/MDAxNTkwMDU3ODc2NDQ3.pzX2imHYQgCnSzDV0mY4rXrfjcgBtJN3TX17XokawAwg.cR9ENnffUAEz-f80ddQYsCY65RzAC_1t3XVTZPOvJagg.PNG.csulki/image.png?type=w800,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,과거에 사로잡힌 당신에게,클로드 모네,루앙 대성당,https://mblogthumb-phinf.pstatic.net/MjAxNzA5MDdfMjY5/MDAxNTA0Nzg2NzY1MDU5.wXZ2Ky68MUSfjLx71NbCN8xug8pQnziXFgs3PWPSYvYg.ocfLqK3S7jpvc6ho69DJqK6m-9vz7Ca83l76L5-0WRMg.JPEG.armada0219/IMG_20170804_204305.jpg?type=w800,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,객관적으로 보게 되는 나의 문제들,카스파르 프리드리히,안개 낀 바다 위의 방랑자,http://www.safetimes.co.kr/news/photo/202010/87676_66013_230.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,지금의 나를 벗어나고 싶다면,프리다 칼로,머리카락을 자른 자화상,https://www.artinsight.co.kr/data/tmp/1902/f21f71b93c689bdc9cd7a030a9538969_wIGraf3q.png,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,세 여인이 가르쳐준 인생의 단계,구스타프 클림트,여인의 세 단계,https://mblogthumb-phinf.pstatic.net/20150226_62/kwwoolim_1424934220355ppElz_JPEG/B752E1.JPG?type=w2,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,미래에 대한 불안을 걷어내려면,피터르 브뤼헐,이카루스의 추락이 있는 풍경,https://image.edaily.co.kr/images/Photo/files/NP/S/2022/01/PS22010800002.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,한 번쯤 죽음을 생각해보는 순간,폴 고갱,"우리는 어디서 왔는가,",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Paul_Gauguin_-_D%27ou_venons-nous.jpg/1000px-Paul_Gauguin_-_D%27ou_venons-nous.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,성실함이 주는 삶의 교훈,랭부르 형제,"베리공의 매우 호화로운 기도서(6월,2월)",https://blog.kakaocdn.net/dn/brQuHB/btquxt0gUg2/By78ahJEqaUglkmKnn8Zc0/img.png,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,시간이 멈춰버린 세상,알베르트 비어슈타트,하구에서,https://nimage.g-enews.com/phpwas/restmb_allidxmake.php?idx=5&simg=202011060813340704818b82620a2617354233.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,지금 이 시간에 충실하라,조르주 쇠라,임종을 맞이하는 아나이스 페브르 오몽테,https://dbscthumb-phinf.pstatic.net/3329_000_4/20140916105114597_IPMNWFLGL.jpg/90-003019.jpg?type=m2000_2000_fst_n&wm=Y,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,휴식이 필요한 순간은?,모리츠 폰 슈빈트,아침시간,https://dthumb-phinf.pstatic.net/?src=%22https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F0896_000_1%2F20120111110927288_VHCOA8M1A.jpg%2Fed2_439_i1.jpg%3Ftype%3Dw690_1%26wm%3DN%22&twidth=647&theight=530&opts=17,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
당황,늙는다는 것에 대하여,주세페 아르침볼도,봄 여름 가을 겨울,https://obj-kr.thewiki.kr/data/eca3bcec84b8ed8e9820ec9584eba5b4ecb9a8ebb3bceb8f842e34eab384eca0882e6a7067.jpg,Time,시간에 대한 긍정으로,"과거의 기억에 따른 아픔, 현재에 대한 불만, 미래에 대한 두려움을 누구나 한 번쯤 겪듯이, 우리는 시간과 싸우고 화해하며 그렇게 매일을 살아갑니다. 이 파트는 나를 둘러싼 시간의 흐름을 자연스럽고 편안히 마주할 수 있게 만들어줄 그림입니다."
상처,울음은 영혼이 회복되는 첫걸음,조지 클로젠,울고 있는 젊은이,https://www.artinsight.co.kr/data/tmp/1912/20191209183256_xqmfmkwv.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,깊은 상처를 가지고 있는 사람들을 위하여,아르테미시아 젠틸레스키,류트를 든 자화상,https://dbscthumb-phinf.pstatic.net/1873_000_1/20120402171125302_39YFCFSRH.jpg/ed9_78_i1.jpg?type=m4500_4500_fst&wm=N,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,나는 어떤 사람인가,미켈란젤로 메리시 다 카라바조,나르키소스,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Michelangelo_Caravaggio_065.jpg/494px-Michelangelo_Caravaggio_065.jpg?20050519053143,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,모든 책임은 우주에 있다,카스파르 프리드리히,해변의 암초,https://dbscthumb-phinf.pstatic.net/3329_000_9/20170309050018731_CBS64IFBU.jpg/9750504_i1.jpg?type=m2000_2000_fst&wm=N,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,침체된 몸에 생기를 선물하라,파울 클레,노란 새가 있는 풍경,https://dbscthumb-phinf.pstatic.net/4751_000_2/20170517204642938_MFPUQA7Q6.jpg/230_81882_133345.jpg?type=w492_fst&wm=N,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,불안해하는 청춘들에게,로버트 리드,섬머 걸,https://mblogthumb-phinf.pstatic.net/MjAxNzA2MTNfMjc2/MDAxNDk3MzQyNDU5NzY2.UwKJIIZJyWpe1LjUHhuAYYU_s92Gpa6okNsdfa01OHEg.Kia0N8kvSQWQls-gPPGfqPRSiWahId1x8gXV6_cxDe0g.JPEG.2163213/image_2182219081497342412541.jpg?type=w800,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,나에게 가장 스트레스를 주는 사람은?,윤두서,자화상,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Yun_Du-seo.jpg/320px-Yun_Du-seo.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,내 안에서 두 가지 마음이 싸운다면,앙리 마티스,마음,http://www.greencurator.co.kr/data/item/GC17-A502-HM19MOT/GC17A502HM19MOT.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,자신감이 부족할 때 보면 좋은 그림,앙리 마티스,이카루스,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/az11/image/qzeRjtCHQYJE-E4Pij20mEGW900.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,자유로움을 갈망하다,바실리 칸딘스키,푸른 하늘,https://news.imaeil.com/photos/2019/02/11/2019021116155675057_l.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,있는 그대로의 나,클로드 모네,우리집 뜰의 카미유와 아이,https://post-phinf.pstatic.net/MjAxNzA3MjRfMTY2/MDAxNTAwODYyNzI5MjQ2.-6BLcLaBMG4K9vHH26PJS0L7lBV6E5I2Ng_LaQ6Fwugg.hdpb0sNQaPbJFABzOeQ0ikBP7Ljui9jvPF5G7AS1cBkg.JPEG/image_5975837071500862714555.jpg?type=w1200,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,근육의 긴장이 풀리고 편안해지다,구스타브 카유보트,낮잠,https://mblogthumb-phinf.pstatic.net/20150820_196/choe0ho_1440026573350tiMvB_JPEG/NaverBlog_20150820_082252_01.jpg?type=w800,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,풀어진 나를 팽팽하게 당겨주는 그림,디에고 리베라,디트로이프 산업 벽화,https://mblogthumb-phinf.pstatic.net/20140507_74/goldsunriver_1399466912830ErYc1_JPEG/Detroit-Industry-north-wall.jpg?type=w2,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,화를 푸는 방법,잭슨 폴락,가을의 리듬 : 넘버 30,https://collectionapi.metmuseum.org/api/collection/v1/iiif/488978/1012539/restricted,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,생각을 바꾸면 보이는 나만의 개성,베르트 모리조,로리앙 항구,https://img.seoul.co.kr/img/upload/2018/10/02/SSI_20181002163635_O2.jpg,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
상처,나를 최고로 만드는 그림의 힘,디에고 벨라스케스,비너스의 단장,https://dbscthumb-phinf.pstatic.net/3329_000_89/20141110024025871_IG5GSCCE0.jpg/2013041914020478.jpg?type=m2000_2000_fst&wm=N,Myself ,내 고유의 리듬을 되찾고 싶다면,"진짜 내 마음을 들여다본 적이 있나요? 때론 나조차도 제대로 살피지 않은 나를 보살펴주는 그림들이 있습니다. 나만의 리듬과 스스로에 대한 사랑을 발견하게 해주는 이 그림들의 힘으로, 스트레스 받았던 일상이 문득 빛나기 시작할 것입니다."
기쁨,하루하루의 목표를 달성한다는 것,귀스타브 쿠르베,팔라바의 바닷가,http://dknews.dankook.ac.kr/news/photo/201809/15734_3064_4849.jpg,,,
기쁨,보기만 해도 머리가 좋아지는 그림,피에트 몬드리안,"적색,회색,청색,황색,흑색이 있는 마름모꼴 콤퍼지션",https://mblogthumb-phinf.pstatic.net/20160622_91/minies4789_14665784910781Dasr_PNG/2.png?type=w2,,,
기쁨,공부 에너지를 샘솟게 하려면?,팔 시네이 메르세,양귀비가 있는 목초지,http://blog.naver.com/storyphoto/viewer.jsp?src=https%3A%2F%2Fblogfiles.pstatic.net%2FMjAyMTAxMjZfNDUg%2FMDAxNjExNjY0OTYyNjA0.Yn21XDexP9aCpvfZ8EqDvm2KxZrdVeE7VXX_BdNK6SIg.paTICGaLuKxM_6Tr9mc3-Cssq94w2_5tkp41BJsrLAQg.JPEG.cacamus%2F1896001.jpg,,,
기쁨,성공하는 사람들이 이 그림에 끌리는 이유,앙리 마티스,춤,http://blog.naver.com/storyphoto/viewer.jsp?src=https%3A%2F%2Fblogfiles.pstatic.net%2FMjAyMjAxMTRfMTMy%2FMDAxNjQyMTU1MzUyNDQz.yZUQTlmNLAZAvih58Q2xOwFs3aq1j9fGDyrmvRlD9Rcg.KAmqmlZdQo0Egr-G7Sg7uSOASo2VTJhKjPRgxe6c6OAg.PNG.iarari%2F0114-1.png,,,
기쁨,시험 스트레스가 사라지다,아우구스토 발레리니,이구아수 폭포,http://blog.naver.com/storyphoto/viewer.jsp?src=https%3A%2F%2Fblogfiles.pstatic.net%2FMjAyMTEyMTdfNjQg%2FMDAxNjM5Njk3MzA1ODc3.0pK8Ln4EiSzV4y_kqlVBunvzsrsbkI6Uk9b9bpOrkDcg.3TxR0NKaWgNJegfoCVrNXXWXmlDgY8Cq69UUV0-Bwbkg.JPEG.gozy115%2F1280px-La_cascada_del_Igu,,,
기쁨,"승부의 날, 내 모든 실력을 발휘하라",이중섭,황소,https://pds.joongang.co.kr/news/component/htmlphoto_mmdata/202107/21/f2d57a25-de13-44e1-af51-3656d58af2cb.jpg,,,
기쁨,기적의 ‘아몬드 나무’를 선물하세요,빈센트 반 고흐,꽃 피는 아몬드 나무,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/9rD/image/89wFK4p6dDizn6Iy3R8Otx0sSY4,,,
기쁨,집중력을 높이는 틀린 그림 찾기,오거스터스 레오폴드 에그,여행 친구,http://img.kwangju.co.kr/upimages/gisaimg/202009/03_703328.jpg,,,
기쁨,면접에서의 순발력 있는 대처,아서 해커,위험에 빠지다,https://dimg.donga.com/wps/NEWS/IMAGE/2015/08/11/72977387.2.jpg,,,
기쁨,급 피로가 몰려올 때,팔 시네이 메르세,기구,https://mblogthumb-phinf.pstatic.net/MjAxNzAxMTBfODcg/MDAxNDg0MDMyOTUwOTQ3.vS-G5f9Je9WFSEOugZWkvMIR4HdwdH-fM9Pm47QaKVcg.EY7EDmF2fF6fAt49Jo3CCOjDQHGGIgIpjjUSvJ80e_0g.JPEG.dkseon00/05_Balloon_42x39.3_onc_1878.jpg?type=w2,,,
기쁨,Have a good!,찰스 커런 ,랜턴,https://postfiles.pstatic.net/20160731_283/ohyh45_1469966550803fxuBE_JPEG/9.jpg?type=w2,,,
기쁨,하루의 시작이 좋아진다,로버트 던칸슨,골짜기 초원,https://blogfiles.pstatic.net/MjAyMTAxMjZfODQg/MDAxNjExNjYyODI1OTYx.7HPajL5DgSYFtkLc2Dg3F6ppKcMvRWZLMAmJkva17nUg.VN-cna6Qc4-jJvsbX4OUeA4kfsiMP1Q9u0ztHYTQFjEg.JPEG.ssemi2714/SE-cb59b683-9384-4993-8900-3cb5be784362.jpg,,,
기쁨,뇌를 자극하는 흑백 효과,바실리 칸딘스키,30 Thirty,https://mblogthumb-phinf.pstatic.net/20160505_77/ohyh45_1462423569067vY06B_JPEG/12.jpg?type=w2,,,
기쁨,합격을 부르는 긍정적 자기 암시,카스파르 프리드리히,뤼겐 섬의 백악암,https://dbscthumb-phinf.pstatic.net/3329_000_89/20141110020455880_LYWY4YW3W.jpg/2011012513065592.jpg?type=m2000_2000_fst&wm=N,,,
기쁨,당신은 합격의 영광을 누릴 자격이 있습니다,막시밀리안 렌츠,세계,https://mblogthumb-phinf.pstatic.net/20150730_121/livemedia3_1438230030747Ly4nF_PNG/Screenshot_21.png?type=w2,,,
기쁨,반복되는 일상에 필요한 기분 전환,콩스탕 무아요,빌라 메디치의 화가의 방 창문을 통해 본 로마의 전경,https://dbscthumb-phinf.pstatic.net/3329_000_53/20141002015024784_TWTOYXQ6W.jpg/10-538553.jpg?type=m2000_2000_fst_n&wm=Y,,,
기쁨,어떻게 놀고 싶은 유혹을 뿌리칠까?,폴 세잔,귀스타브 제프루아,https://dbscthumb-phinf.pstatic.net/3329_000_1/20140911181959174_38VJJHHD4.jpg/00-007704.jpg?type=m2000_2000_fst_n&wm=Y,,,
기쁨,,토마스 비크,서재의 학자,http://dknews.dankook.ac.kr/news/photo/201905/16406_3958_5217.jpg,,,
기쁨,쉬는 시간의 기술,구스타프 클림트,슐로스 캄머 공원의 산책로,https://mblogthumb-phinf.pstatic.net/20110808_208/ppo32_13127686776534a7NV_JPEG/park.jpg?type=w2,,,
기쁨,간절하면 이루어진다,윌리엄 부게로,작은 소녀,https://t1.daumcdn.net/cfile/tistory/22384B3E561F003403,,,
기쁨,시험볼 때 초조함 vs 유머와 웃음,바실리 칸딘스키,확고한 분홍,https://postfiles.pstatic.net/MjAyMjAzMDhfMjUx/MDAxNjQ2Njk5MzQzNTM1.80t8H0AxByKxFmKiqcZ0AQrKtpl35xix9sdJNzrf1zkg.xkHiR6ZozD7Ym3n41w9uSwy4RcvGkTtI19mWNKQ37Ncg.JPEG.ssemi2714/SE-8f0eeb4c-d563-4bbe-8ccb-db0119ede1a6.jpg?type=w966,,,
기쁨,암기력을 향상시키는 나무들,마르틴 말하로,수풀,https://post-phinf.pstatic.net/MjAxNzExMTBfMTE1/MDAxNTEwMzA1MDIyNDk3.yodmiGGtRIUrb2J9rs3UxWd-kZ_ZxJd-wEcjA-oviFog.F_MQW66RFBbgpHzV616EhiSo5uJ3YhceBLqkMNRIHZEg.JPEG/Mart%C3%ADn_Malharro_-_La_arboleda_-_Google_Art_Project.jpg?type=w1200,,,
기쁨,공부의 신이 선택한 마인드 컨트롤,조르주 뒤센,자전거 경주,https://dbscthumb-phinf.pstatic.net/3329_000_22/20140924060458031_UAXYM0TTI.jpg/99-011860.jpg?type=m2000_2000_fst_n&wm=Y,,,
기쁨,더 좋은 미래를 위한 지금의 고생,호아킨 소로야 이 바스티다,발렌시아 해변에서,https://mblogthumb-phinf.pstatic.net/20160724_288/weandart_1469355437141F9Gd1_JPEG/%BF%A3%B6%F3_%C4%DA%BD%BA%C5%B8_%B5%E5_%B9%DF%B7%BB%BD%C3%BE%C6.JPG?type=w800,,,
기쁨,"시험 직전,효과 만점인 좋은 긴장감",조르주 브레이트너,귀고리,https://t1.daumcdn.net/cfile/blog/2250144F5589354221,,,
기쁨,합격을 위한 시크릿 이펙트,빅토리아 뒤부르그,꽃,https://mblogthumb-phinf.pstatic.net/MjAxNzA0MTFfNDgg/MDAxNDkxODM3ODM0MDk1.79Xzf5NAQT8mBvJZwi1SsCjnfCoHVmPoOteaBNpqG20g.wd7aTLEU3lAjFSvipBfIikoYLWduEdz6wuhOB_OpxAkg.JPEG.forestcds/0a6a0ebbdadc33be980b8824c89c9366.jpg?type=w800,,,
기쁨,이제 모든 준비는 끝났다,클로드 모네,푸르빌 절벽 위의 산책,http://dknews.dankook.ac.kr/news/photo/201811/16068_3529_1834.jpg,,,
기쁨,탑을 쌓듯이 견고하게 세우는 계획,피테르 브뤼헐,바벨탑,https://mblogthumb-phinf.pstatic.net/MjAxOTA2MjhfODcg/MDAxNTYxNjk0MjIzMTYw.GZ6OWkKmFvNjX5Jjxokc8ktXhK8HU14n598c2234ft0g.FBekXFUkT8JrOhMN6TBzNGu2NwOKkRFTeMfoEZ28910g.JPEG.mskim1648/2.jpg?type=w800,,,
기쁨,아침에 우리는 강해지며 모든 능력을 뜻대로 활용할 수 있다,외젠 들라크루아,민중을 이끄는 자유의 여신,https://www.i815.or.kr/upload/kr/magazine/magazine/sm-content/upload/i815/magazine/16/162/1804_i_01-700-555-okilyojx50.png,,,
기쁨,최상의 바이오리듬을 위하여,클로드 모네,지베르니 근처 푹 꺼진 양귀비 밭,https://www.claude-monet.com/images/paintings/poppy-field-in-a-hollow-near-giverny.jpg,,,
기쁨,극한 스트레스를 맞이하는 자세,페르디낭 호들러,나무꾼,https://mblogthumb-phinf.pstatic.net/MjAxNzAyMjZfMTAw/MDAxNDg4MDgwNzIyMDYx.cfBZDc0v9U5XYf_4nJwQNHrlEJ9kFEt4yV2kLNENWUkg.2hg5w_VKp3IYRQwhQOdmBMQtJGDq2NP2pMJlPIcfmi4g.JPEG.keepan2005/Screenshot_2016-05-24-16-54-44_edit.jpg?type=w2,,,
기쁨,그림을 들으면 두뇌가 움직인다,바실리 칸딘스키,즉흥 30,https://dbscthumb-phinf.pstatic.net/3329_000_1/20200825190931835_0WHCCFPBJ.jpg/9750722_i1.jpg?type=m2000_2000_fst&wm=N,,,
기쁨,졸음이 달아나는 시각 효과,한나 허쉬 폴리,아침식사 시간,https://mblogthumb-phinf.pstatic.net/20160509_227/gtw89_14627629484271i3to_JPEG/Hanna_Pauli_-_Frukostdags.jpg?type=w420,,,
기쁨,좋은 시작이 합격의 반이다,폴 필,버블 보이,https://mblogthumb-phinf.pstatic.net/MjAxOTAzMjJfMjU2/MDAxNTUzMjYwNjkxMDQ2.ZiJvfAQLTJf0AGpvBRdD2nBpI52CXnbN415Kfri4CAsg.dCWCce-KOXO14B_4KHBxE9rMIyVwfngLhr9DdM8f5MUg.JPEG.kal4eva/40539401_1964994786891171_9142333681864164502_n.jpg?type=w800,,,
기쁨,실패의 두려움을 감싸는 그림,니콜라이 듀보브스코이,폭풍 전 고요,https://painting-planet.com/images/4/image871.jpg,,,
